wdid,structureName,streamMile,latitude,longitude,adminNumber,netAbsolute
3600501,ABBETT AND BENNETT DITCH,4.04,39.91757,-106.420881,12167,3.5
3600502,ABBETT AND LOSER DITCH,4.04,39.917368,-106.424153,16329,2
3600507,ALBER DITCH,0.55,39.782148,-106.170772,12950,1
3600507,ALBER DITCH,0.55,39.782148,-106.170772,13301,1.37
3600507,ALBER DITCH,0.55,39.782148,-106.170772,17806,1
3600507,ALBER DITCH,0.55,39.782148,-106.170772,22964.21102,2.13
3600507,ALBER DITCH,0.55,39.782148,-106.170772,30184.23162,5.5
3600508,BENSON DITCH (BRUSH CREEK),0.92,39.808995,-106.205304,11962,0
3600508,BENSON DITCH (BRUSH CREEK),0.92,39.808995,-106.205304,32075.15249,0
3600514,BEAVER CREEK NO 1 DITCH,0.1,39.873543,-106.345183,19879,3
3600516,BEAVER HEAD DITCH,0.45,39.51447,-106.058011,30184.30071,3
3600517,BELL DITCH,0.61,39.916815,-106.354489,14776,0.2
3600517,BELL DITCH,0.61,39.916815,-106.354489,16223,1
3600517,BELL DITCH,0.61,39.916815,-106.354489,32075.16223,3.93
3600519,BELL NO 2 DITCH,0.1,39.921058,-106.346873,14786,0.3
3600520,BELLS BLUE RIVER DITCH,12.51,39.912833,-106.340593,17319,2
3600520,BELLS BLUE RIVER DITCH,12.51,39.912833,-106.340593,32075.17319,0.5
3600521,BENSON DITCH,0.5,39.737878,-106.142329,19905,3.17
3600521,BENSON DITCH,0.5,39.737878,-106.142329,50649,1
3600522,BENTON CREEK NO 1 DITCH,2.01,39.965011,-106.398176,32075.22924,4.25
3600523,BENTON CREEK NO 2 DITCH,1.11,39.966047,-106.393689,32075.20026,2.2
3600526,BLACK CREEK DITCH,1.3,39.840604,-106.255155,14397,3.5
3600526,BLACK CREEK DITCH,1.3,39.840604,-106.255155,32075.14397,3.3
3600529,BLUE DANUBE NO 2 DITCH,50.45,39.552447,-106.0422,29022.25372,6.109
3600530,BLUE RIVER IRRIGATION DITCH,30.94,39.768421,-106.153283,13058,1.55
3600531,MOSER PUMP NO. 1,29.8,39.782737,-106.161498,23660.19502,0.5
3600532,BLUE VALLEY RANCH NORTH SPRUCE CREEK DIVERSION,1.89,39.942524,-106.390625,54421.54391,0.75
3600534,BLUE VALLEY DITCH,0.86,39.730476,-106.115998,23296.20675,2
3600535,BOBO DITCH,43.64,39.629687,-106.0713,36219,6
3600535,BOBO DITCH,43.64,39.629687,-106.0713,36738,1.63
3600536,BOBO STRAIT SPRINGS,,39.647406,-106.074662,32075.19601,3
3600538,BRADDOCK DITCH,52.85,39.52381,-106.048403,14371,0.08
3600540,BROWN ACORN DITCH,2.05,39.763325,-106.115104,13282,0.7
3600540,BROWN ACORN DITCH,2.05,39.763325,-106.115104,32075.17897,10.38
3600541,BRUSH CREEK DITCH,1.31,39.798704,-106.210708,11840,3.5
3600541,BRUSH CREEK DITCH,1.31,39.798704,-106.210708,32075.17167,9.6
3600542,BUFFALO DITCH,1.07,39.65025,-106.095289,16557,3.5
3600542,BUFFALO DITCH,1.07,39.65025,-106.095289,32075.24411,2.98
3600545,BUMGARNER NO 1 DITCH,3.51,39.972447,-106.431127,32075.22933,4.58
3600546,BUMGARNER NO 2 DITCH,3.49,39.976468,-106.43011,32075.2207,4.58
3600553,CARWOOD DITCH,1.18,39.564345,-106.085927,15088,1.9995
3600553,CARWOOD DITCH,1.18,39.564345,-106.085927,30184.15088,0.222
3600553,CARWOOD DITCH,1.18,39.564345,-106.085927,30184.22644,1.428
3600555,CATARACT CREEK NO 2 DITCH,0.94,39.856768,-106.287176,14397,2
3600567,CLANCEY DITCH,0.77,39.845619,-106.220859,14397,2
3600568,CLEAR CREEK DITCH HDG 1,2.16,39.889274,-106.24844,34071,6.18
3600569,C M OMER DITCH,1.52,39.807085,-106.139303,12934,3
3600569,C M OMER DITCH,1.52,39.807085,-106.139303,22964.22786,0
3600570,COLUMBUS DITCH (HDG 1),0.5,39.71548,-106.157709,36707,2
3600570,COLUMBUS DITCH (HDG 1),0.5,39.71548,-106.157709,48212.47999,4
3600570,COLUMBUS DITCH (HDG 1),0.5,39.71548,-106.157709,50702,0
3600571,COLUMBINE DITCH,4.82,39.730649,-106.214534,19546,5
3600575,COULTER NO 1 DITCH,3.46,39.960678,-106.421784,24757.19966,0.75
3600576,COULTER NO 2 DITCH,2.33,39.963679,-106.413604,24757.23124,0.25
3600577,COW CAMP DITCH,1.43,39.893591,-106.284684,17319,2
3600578,COW CAMP CREEK DITCH NO 2,1.31,39.892026,-106.285192,34073,3.58
3600579,CRYSTAL CREEK DITCH,0.97,39.437256,-106.072227,30280,0
3600580,MILL CREEK DIVERSION NO 1,6.99,39.605433,-105.943426,32075.23588,0.1
3600580,MILL CREEK DIVERSION NO 1,6.99,39.605433,-105.943426,55882.50228,0.5
3600581,CURRAN DITCH,0.5,39.717618,-106.148341,22964.20336,1.2
3600581,CURRAN DITCH,0.5,39.717618,-106.148341,52133,2.4
3600584,D D DITCH,0.29,39.721918,-106.129803,33119,1.4537
3600588,DERCUM DITCH,8.1,39.607732,-105.926404,32075.23588,3.19
3600589,DILLON DITCH,1.81,39.610285,-106.089103,32515,10
3600589,DILLON DITCH,1.81,39.610285,-106.089103,33289,0
3600589,DILLON DITCH,1.81,39.610285,-106.089103,52587,0
3600589,DILLON DITCH,1.81,39.610285,-106.089103,57688,0
3600589,DILLON DITCH,1.81,39.610285,-106.089103,57708.57688,0
3600589,DILLON DITCH,1.81,39.610285,-106.089103,58059,0
3600589,DILLON DITCH,1.81,39.610285,-106.089103,61349,0
3600591,DOMESTIC SUPPLY DITCH,2.04,39.769998,-106.111744,13282,0.55
3600591,DOMESTIC SUPPLY DITCH,2.04,39.769998,-106.111744,32075.17897,3.25
3600593,DRY CREEK DITCH - HEADGATE NO 1,0.24,40.017656,-106.388904,36370,2
3600594,DRY CREEK NO 1 DITCH,2.11,40.010222,-106.420984,36438,6
3600595,DRY CREEK NO 2 DITCH,1.68,40.009663,-106.412115,32075.22065,3
3600596,DRY CREEK NO 3 DITCH,1.35,40.01279,-106.407634,36438,2
3600597,DUSING NO 1 DITCH,0.85,39.781176,-106.175158,12221,1.31
3600597,DUSING NO 1 DITCH,0.85,39.781176,-106.175158,20615,0
3600597,DUSING NO 1 DITCH,0.85,39.781176,-106.175158,23620,0
3600597,DUSING NO 1 DITCH,0.85,39.781176,-106.175158,25715.24262,0
3600597,DUSING NO 1 DITCH,0.85,39.781176,-106.175158,32075.25566,0
3600603,ED WARD DITCH,37.63,39.702608,-106.106556,19239,3.5
3600603,ED WARD DITCH,37.63,39.702608,-106.106556,20228,1.25
3600603,ED WARD DITCH,37.63,39.702608,-106.106556,32075.20228,6.21
3600603,ED WARD DITCH,37.63,39.702608,-106.106556,32075.25707,6.02
3600603,ED WARD DITCH,37.63,39.702608,-106.106556,50753,0
3600606,ELLIOTT CREEK FEEDER,0.6,39.876806,-106.341926,31258,90
3600609,EMMETT DITCH NO 3,1.86,39.804112,-106.220837,18140,0
3600609,EMMETT DITCH NO 3,1.86,39.804112,-106.220837,23900,2
3600609,EMMETT DITCH NO 3,1.86,39.804112,-106.220837,30184.20269,3.66
3600609,EMMETT DITCH NO 3,1.86,39.804112,-106.220837,32075.20453,0
3600610,EMMA SPERRY DITCH,0.4,39.816281,-106.203807,18547,0.5
3600611,EMMET BRUSH CREEK NO 1 DITCH,1.48,39.805523,-106.214262,12554,0
3600611,EMMET BRUSH CREEK NO 1 DITCH,1.48,39.805523,-106.214262,16622,0.33
3600612,EMMETS BRUSH CREEK NO 1 ENLARGEMENT DITCH,3.78,39.788726,-106.236693,32075.22829,10
3600613,EMMET BRUSH CREEK NO 2 DITCH,1.29,39.806226,-106.21077,12554,1.35
3600613,EMMET BRUSH CREEK NO 2 DITCH,1.29,39.806226,-106.21077,16622,0
3600613,EMMET BRUSH CREEK NO 2 DITCH,1.29,39.806226,-106.21077,32075.22829,0
3600614,ENGLE DITCH,2.02,39.964889,-106.406744,33870,4.13
3600617,FAMINE CREEK DITCH,1.29,39.687635,-106.120556,11840,5
3600618,FISH DITCH,0.01,39.71886,-106.104891,18195,5.25
3600623,FORSLUND DITCH,1.78,39.800494,-106.131567,12905,1
3600625,FREMONT NO 1 DITCH (S FK),18.46,39.389982,-106.180749,29228.28284,20
3600629,FRISCO TOWN DITCH (NEW),0.63,39.576401,-106.121965,19897,3.34
3600631,F W S DITCH,0.93,39.808897,-106.205186,16602,2
3600633,GARDEN DITCH,1.93,39.832219,-106.254044,18507,0.75
3600633,GARDEN DITCH,1.93,39.832219,-106.254044,32075.18507,2.75
3600634,GIBERSON DITCH,1.03,39.566734,-106.086756,23296.224,4
3600637,GILBERT DITCH,0.24,39.713112,-106.108672,14062,1.5
3600640,GOULD DITCH,1.2,39.734555,-106.113357,15166,1.75
3600640,GOULD DITCH,1.2,39.734555,-106.113357,32075.20088,1.57
3600641,GRAFF DITCH,1.25,39.651279,-106.09893,14792,2
3600642,GREEN MOUNTAIN CANAL,30.25,39.777168,-106.158847,19617,0
3600642,GREEN MOUNTAIN CANAL,30.25,39.777168,-106.158847,49673.49466,10
3600642,GREEN MOUNTAIN CANAL,30.25,39.777168,-106.158847,49798,3
3600642,GREEN MOUNTAIN CANAL,30.25,39.777168,-106.158847,52230.49466,10
3600642,GREEN MOUNTAIN CANAL,30.25,39.777168,-106.158847,53325.49773,3
3600643,GRIGGS DITCH,1.25,39.988431,-106.392528,11443,6
3600644,GUTHRIE BROS DITCH,1.35,39.851592,-106.290809,19124,2.5
3600644,GUTHRIE BROS DITCH,1.35,39.851592,-106.290809,20593,1.5
3600645,GUTHRIE THOMAS DITCH,3.5,39.83886,-106.350303,17288,5
3600645,GUTHRIE THOMAS DITCH,3.5,39.83886,-106.350303,19919,2.5
3600645,GUTHRIE THOMAS DITCH,3.5,39.83886,-106.350303,20294,2.5
3600645,GUTHRIE THOMAS DITCH,3.5,39.83886,-106.350303,21975.20392,10
3600645,GUTHRIE THOMAS DITCH,3.5,39.83886,-106.350303,32075.23878,14
3600645,GUTHRIE THOMAS DITCH,3.5,39.83886,-106.350303,33846,3.38
3600646,GUYSELMAN DITCH,2.85,39.837185,-106.306982,19875,3
3600646,GUYSELMAN DITCH,2.85,39.837185,-106.306982,32293,3.8
3600647,GUYSELMAN NO 2 DITCH,2.52,39.839716,-106.30218,18414,1
3600647,GUYSELMAN NO 2 DITCH,2.52,39.839716,-106.30218,32075.31197,2.02
3600649,HAMILTON DAVIDSON DITCH,1.56,39.772571,-106.178713,14093,0
3600649,HAMILTON DAVIDSON DITCH,1.56,39.772571,-106.178713,19180,4
3600649,HAMILTON DAVIDSON DITCH,1.56,39.772571,-106.178713,20615,4
3600649,HAMILTON DAVIDSON DITCH,1.56,39.772571,-106.178713,23296.22888,8
3600649,HAMILTON DAVIDSON DITCH,1.56,39.772571,-106.178713,32075.2366,22
3600649,HAMILTON DAVIDSON DITCH,1.56,39.772571,-106.178713,32075.30102,12.39
3600651,HEIL NO 1 DITCH,0,39.985432,-106.444703,20011,4
3600652,HEIL NO 2 DITCH,3.83,39.981955,-106.436689,20011,1.5
3600653,HEIL NO 3 DITCH,3.84,39.980807,-106.437005,32075.20605,3.02
3600654,HERBERT DITCH,1.01,39.779583,-106.17763,23498,2
3600655,HERBERT NO 2 DITCH,0.8,39.779738,-106.173043,23620,1
3600656,HIGH DITCH (SPRUCE CR),3.68,39.92135,-106.411692,12249,5
3600658,HIGHLINE DITCH,1.25,39.652806,-106.104165,23296.22431,3.4
3600658,HIGHLINE DITCH,1.25,39.652806,-106.104165,36311,6.48
3600659,HIGHLINE DITCH (SLATE CREEK),1.36,39.775171,-106.180018,49673.47786,3
3600660,HIGH MILLER DITCH,28.69,39.795954,-106.163356,12936,6
3600660,HIGH MILLER DITCH,28.69,39.795954,-106.163356,30184.18262,2
3600660,HIGH MILLER DITCH,28.69,39.795954,-106.163356,30184.23526,17.1
3600660,HIGH MILLER DITCH,28.69,39.795954,-106.163356,56593,0
3600662,HOAGLAND CANAL (ELLIOT),2.05,39.857663,-106.346416,22964.22029,25
3600665,HOMESTEAD DITCH,1.1,39.566525,-106.097463,30184.16801,5.48
3600666,CONTER DITCH,2.83,39.800424,-106.124861,58439.55882,0
3600670,INDEPENDENT DITCH,0.75,39.738134,-106.146535,20223,6
3600670,INDEPENDENT DITCH,0.75,39.738134,-106.146535,32075.28424,9
3600671,INDEPENDENT BLUE DITCH,33.99,39.736587,-106.13338,14397,1.5
3600671,INDEPENDENT BLUE DITCH,33.99,39.736587,-106.13338,14884,0.65
3600671,INDEPENDENT BLUE DITCH,33.99,39.736587,-106.13338,22965.22564,3
3600671,INDEPENDENT BLUE DITCH,33.99,39.736587,-106.13338,32075.2578,2
3600671,INDEPENDENT BLUE DITCH,33.99,39.736587,-106.13338,32075.31166,18.8
3600671,INDEPENDENT BLUE DITCH,33.99,39.736587,-106.13338,35929,15
3600675,INTAKE DITCH,6.1,39.9646,-106.431841,35016,3.02
3600678,J F R DITCH,1.71,39.722267,-106.163761,22964.21725,1.5
3600683,KEYSTONE DITCH,0.61,39.594865,-105.97276,18779,3.68
3600683,KEYSTONE DITCH,0.61,39.594865,-105.97276,32075.25018,2.36
3600683,KEYSTONE DITCH,0.61,39.594865,-105.97276,32309,5
3600687,KIRKWOOD DITCH,1.89,39.768842,-106.181311,9324,3.25
3600687,KIRKWOOD DITCH,1.89,39.768842,-106.181311,32075.09324,13.4
3600689,KNORR NO 1 DITCH,0.4,39.85276,-106.254137,15522,3.58
3600689,KNORR NO 1 DITCH,0.4,39.85276,-106.254137,18079,3
3600691,KUMNIG NO 1 DITCH,2.82,39.826362,-106.279656,10423,1.5
3600691,KUMNIG NO 1 DITCH,2.82,39.826362,-106.279656,11849,2
3600691,KUMNIG NO 1 DITCH,2.82,39.826362,-106.279656,13423,0.5
3600691,KUMNIG NO 1 DITCH,2.82,39.826362,-106.279656,13666,0.4
3600691,KUMNIG NO 1 DITCH,2.82,39.826362,-106.279656,14093,0.2
3600691,KUMNIG NO 1 DITCH,2.82,39.826362,-106.279656,15310,0.4
3600691,KUMNIG NO 1 DITCH,2.82,39.826362,-106.279656,17683,0.4
3600691,KUMNIG NO 1 DITCH,2.82,39.826362,-106.279656,18414,1.25
3600696,KUMNIG KNORR DITCH,0.81,39.846911,-106.255094,18450,5
3600697,LAWSON DITCH,1.94,39.968353,-106.328516,14397,1
3600699,LEE BROTHERS BEAVER CREEK DITCH NO 1,1.79,39.860664,-106.34478,16235,4
3600702,LILLIAN DITCH,1.37,39.839601,-106.254622,19548,5
3600702,LILLIAN DITCH,1.37,39.839601,-106.254622,32075.19548,3.42
3600704,LINDSTROM DITCH,0.37,39.801404,-106.156205,12905,0.6
3600705,LINDSTROM NO 1 DITCH,29.59,39.785072,-106.161386,31208,6
3600706,LINDSTROM NO 2 DITCH,0.36,39.801267,-106.156402,12905,2
3600709,LOBACK DITCH,3.57,40.012809,-106.383603,30184.29584,18.33
3600709,LOBACK DITCH,3.57,40.012809,-106.383603,32075.11444,3
3600709,LOBACK DITCH,3.57,40.012809,-106.383603,32075.18262,17.85
3600709,LOBACK DITCH,3.57,40.012809,-106.383603,45290.45144,36.62
3600711,LOFGREN PIPELINE,16.18,39.870658,-106.321847,34943,0.004
3600714,LOWLINE NO 1 DITCH,0.42,39.650091,-106.083398,14903,2.5
3600714,LOWLINE NO 1 DITCH,0.42,39.650091,-106.083398,55790,0
3600715,LOWLINE NO 2 DITCH HGT 2,0.07,39.650785,-106.077523,32075.19539,0
3600717,LUND BLUE RIVER DITCH,39.8,39.675889,-106.093747,13270,2.75
3600717,LUND BLUE RIVER DITCH,39.8,39.675889,-106.093747,48364,0
3600718,LUSHER DITCH,0.53,39.576356,-106.120101,16954,0.36
3600720,MARSHALL NO 1 DITCH,1.52,39.770642,-106.122543,12250,0.6
3600720,MARSHALL NO 1 DITCH,1.52,39.770642,-106.122543,32075.17897,3.6
3600721,MARSHALL NO 2 DITCH,1.5,39.769952,-106.123945,12203,2
3600722,MARSHALL NO 3 DITCH,1.12,39.767041,-106.131439,15127,0.35
3600723,MARSHALL NO 4 DITCH,1.46,39.765188,-106.125572,15279,0.15
3600724,MARSHALL NO 5 DITCH,1.78,39.764225,-106.11987,14549,0.25
3600725,MARY DITCH,2.94,39.822724,-106.255635,19523,1
3600725,MARY DITCH,2.94,39.822724,-106.255635,32075.2283,4.8
3600725,MARY DITCH,2.94,39.822724,-106.255635,37421,2.2
3600726,MARYLAND NO 1 DITCH,1.25,39.66195,-106.145239,7122,5
3600726,MARYLAND NO 1 DITCH,1.25,39.66195,-106.145239,7122,10.5
3600727,MARYLAND NO 2 DITCH,1.25,39.654798,-106.11344,8916,5
3600728,MAT NO 1 DITCH,2.37,39.827779,-106.25637,18515,3
3600728,MAT NO 1 DITCH,2.37,39.827779,-106.25637,32075.22837,1.5
3600728,MAT NO 1 DITCH,2.37,39.827779,-106.25637,37407,6.53
3600729,MAT NO 2 DITCH,2.53,39.826886,-106.254811,19510,3
3600729,MAT NO 2 DITCH,2.53,39.826886,-106.254811,32075.22844,3.8
3600729,MAT NO 2 DITCH,2.53,39.826886,-106.254811,37416,3.4
3600730,MAY DITCH,2.1,39.732476,-106.16727,19853,4
3600730,MAY DITCH,2.1,39.732476,-106.16727,32075.19853,4
3600730,MAY DITCH,2.1,39.732476,-106.16727,36330,4
3600733,MCDONALD DITCH,0.98,39.844633,-106.255018,18392,3
3600733,MCDONALD DITCH,0.98,39.844633,-106.255018,32075.20301,6.33
3600734,MCKAY DITCH,40.18,39.671486,-106.089539,32075.28032,18.67
3600739,MEXICAN CREEK DITCH,4.5,39.60576,-105.983256,44559.3068,0.111
3600741,MIDDLE BARTON NO 1 DITCH,1.77,39.513845,-106.08186,33439,5.6
3600742,MIDDLE BARTON NO 2 DITCH,1.34,39.515152,-106.074005,33439,5.6
3600743,MILLER NO 1 DITCH,0.17,39.810939,-106.172148,17349,1
3600743,MILLER NO 1 DITCH,0.17,39.810939,-106.172148,19141,0
3600744,MILLER DITCH,0.79,39.819307,-106.169603,16617,1
3600746,MILLER NO 2 DITCH,0.73,39.848083,-106.255045,30184.12174,2.5
3600746,MILLER NO 2 DITCH,0.73,39.848083,-106.255045,32075.29401,4.3
3600749,MINIE DITCH,27.63,39.807158,-106.168252,19141,1.65
3600752,MONTEZUMA TOWN PIPELINE,12.87,39.581287,-105.863209,20253,10
3600758,NOONEN DITCH,1.45,39.989208,-106.396081,32075.12784,4.02
3600759,NORTH ACORN DITCH HDG 1,1.85,39.774518,-106.113907,12965,0.6
3600759,NORTH ACORN DITCH HDG 1,1.85,39.774518,-106.113907,32075.17897,2.71
3600763,OLD WHETSTONE SHEEP CREEK DITCH,0.29,39.700906,-106.114064,12235,1
3600764,OTTER CREEK NO 1 DITCH,0.68,39.852165,-106.268282,13011,1
3600765,PALMER-MCKINLEY DITCH,27.61,39.807316,-106.168675,17046,5
3600765,PALMER-MCKINLEY DITCH,27.61,39.807316,-106.168675,19141,0
3600765,PALMER-MCKINLEY DITCH,27.61,39.807316,-106.168675,32075.27539,9.87
3600766,PASS CREEK NO 1 DITCH,1.59,39.807053,-106.138018,12905,1
3600766,PASS CREEK NO 1 DITCH,1.59,39.807053,-106.138018,22964.22786,0
3600767,PEABODY NO 1 DITCH,2.9,39.725539,-106.177923,19866,3.61
3600767,PEABODY NO 1 DITCH,2.9,39.725539,-106.177923,19866,0
3600767,PEABODY NO 1 DITCH,2.9,39.725539,-106.177923,23875,0.49
3600768,PEABODY NO 2 DITCH,1.74,39.736067,-106.163142,19866,2.25
3600770,PEABODY SUTTON DITCH,1.86,39.867639,-106.390515,19906,4.25
3600771,PEERLESS DITCH,0.2,39.767926,-106.147764,30184.26125,2.5
3600775,PHARO DITCH,9,39.952846,-106.358173,11443,0
3600775,PHARO DITCH,9,39.952846,-106.358173,14703,5.25
3600775,PHARO DITCH,9,39.952846,-106.358173,30254,0
3600775,PHARO DITCH,9,39.952846,-106.358173,31697,0
3600775,PHARO DITCH,9,39.952846,-106.358173,53325.52868,12
3600776,PHARO BAUER DITCH,8.05,39.96344,-106.359062,11443,8
3600776,PHARO BAUER DITCH,8.05,39.96344,-106.359062,13650,0
3600776,PHARO BAUER DITCH,8.05,39.96344,-106.359062,19570,1.25
3600776,PHARO BAUER DITCH,8.05,39.96344,-106.359062,30254,0
3600776,PHARO BAUER DITCH,8.05,39.96344,-106.359062,31697,0
3600776,PHARO BAUER DITCH,8.05,39.96344,-106.359062,53325.52868,30
3600777,PHARO BAUER NO 1 DITCH,6.9,39.97726,-106.363704,11443,0
3600777,PHARO BAUER NO 1 DITCH,6.9,39.97726,-106.363704,13650,4
3600777,PHARO BAUER NO 1 DITCH,6.9,39.97726,-106.363704,19570,0
3600777,PHARO BAUER NO 1 DITCH,6.9,39.97726,-106.363704,30254,3
3600777,PHARO BAUER NO 1 DITCH,6.9,39.97726,-106.363704,31697,1
3600777,PHARO BAUER NO 1 DITCH,6.9,39.97726,-106.363704,53325.52868,10
3600780,PLUNGER DITCH,32.49,39.758106,-106.131223,19601,1.1
3600780,PLUNGER DITCH,32.49,39.758106,-106.131223,30184.26125,0
3600780,PLUNGER DITCH,32.49,39.758106,-106.131223,30184.30107,5.9
3600780,PLUNGER DITCH,32.49,39.758106,-106.131223,35915,12
3600780,PLUNGER DITCH,32.49,39.758106,-106.131223,60753,0
3600780,PLUNGER DITCH,32.49,39.758106,-106.131223,61965.60753,0
3600782,POLLY ABBETT DITCH,4.04,39.917639,-106.423363,12570,1
3600783,QUAKEN ASP DITCH,1.29,39.734852,-106.111541,18718,1
3600783,QUAKEN ASP DITCH,1.29,39.734852,-106.111541,32075.27393,1.32
3600784,RANKIN NO 1 DITCH,2.67,39.644615,-106.026602,12191,3.5
3600789,R H LEE NO 2 DITCH,15.93,39.869391,-106.327108,20240,1
3600790,RICE DITCH,3.67,39.601232,-105.995503,54421.53497,1.06
3600791,ROBERTS IRRIGATING DITCH,0.37,39.737477,-106.139988,30184.16527,8.4
3600791,ROBERTS IRRIGATING DITCH,0.37,39.737477,-106.139988,30184.20453,1.16
3600793,RUBY DITCH,0.97,39.649698,-106.093567,32276,1
3600794,RUTH DITCH,1.25,39.647795,-106.101463,25715.21335,3
3600795,SARAH DITCH,3.78,39.789083,-106.241208,23900,4
3600795,SARAH DITCH,3.78,39.789083,-106.241208,56611,0
3600796,SAUMS DITCH,0.57,39.813949,-106.203732,13259,3.25
3600796,SAUMS DITCH,0.57,39.813949,-106.203732,32075.20453,13.79
3600797,SAWMILL DITCH,1.25,39.63514,-106.112402,30184.24957,6
3600797,SAWMILL DITCH,1.25,39.63514,-106.112402,47389,0.33
3600800,SLATE CREEK DITCH,1.22,39.777235,-106.179902,14093,13.4
3600800,SLATE CREEK DITCH,1.22,39.777235,-106.179902,20615,8
3600800,SLATE CREEK DITCH,1.22,39.777235,-106.179902,25715.24262,2
3600800,SLATE CREEK DITCH,1.22,39.777235,-106.179902,32075.25566,4
3600801,SMITH DITCH,1.59,39.879022,-106.389376,15157,15
3600801,SMITH DITCH,1.59,39.879022,-106.389376,18871,15
3600802,SMITH NO 1 DITCH,1.58,39.888342,-106.398056,32075.15157,5
3600803,SMITH NO 2 DITCH,1.59,39.86779,-106.387688,18940,15
3600803,SMITH NO 2 DITCH,1.59,39.86779,-106.387688,32075.1894,15
3600805,SNAKE RIVER DITCH,6.73,39.604312,-105.947654,18181,0.575
3600806,CURRAN NO 2 DITCH DIV NO 1,0.5,39.71909,-106.137936,32075.25402,1.374
3600810,SONDREGGER DITCH,1.33,39.684944,-106.078287,12296,3.5
3600811,SONDREGGER NO 2 DITCH,0.62,39.676904,-106.083514,14731,0.22
3600811,SONDREGGER NO 2 DITCH,0.62,39.676904,-106.083514,32075.21914,3.48
3600812,SONDREGGER NO 3 DITCH,0.28,39.675713,-106.089418,18885,0.75
3600812,SONDREGGER NO 3 DITCH,0.28,39.675713,-106.089418,32075.24241,5.73
3600813,SONDREGGER NO 4 DITCH,0.91,39.679108,-106.079001,12296,0
3600813,SONDREGGER NO 4 DITCH,0.91,39.679108,-106.079001,32075.23861,6.48
3600814,SONDREGGER NO 5 DITCH,1.97,39.688584,-106.065679,32075.18809,5.25
3600815,SOUTH ACORN DITCH,1.96,39.763208,-106.11697,15493,0.4
3600815,SOUTH ACORN DITCH,1.96,39.763208,-106.11697,32075.17897,2.66
3600816,SOUTH ROCK CREEK DITCH,0.5,39.689449,-106.151536,31233,8
3600818,SPERRY DITCH,1.5,39.806121,-106.21481,12205,1
3600818,SPERRY DITCH,1.5,39.806121,-106.21481,53112,0
3600819,F W SPERRY DITCH,1.31,39.806545,-106.211266,11962,2
3600819,F W SPERRY DITCH,1.31,39.806545,-106.211266,12205,0
3600819,F W SPERRY DITCH,1.31,39.806545,-106.211266,32075.15249,4.34
3600820,SPRING CREEK NO 1 DITCH,1.88,39.910217,-106.375441,32075.2024,7.42
3600821,SPRING CREEK NO 2 DITCH,1.44,39.910707,-106.367519,32075.2024,2.09
3600822,SPRING CREEK NO 3 DITCH,1.08,39.913679,-106.362301,32075.2024,7.42
3600824,CURRAN NO 2 DITCH DIV NO 2,0.5,39.719568,-106.134198,32075.25402,1.374
3600826,STAFFORD DITCH,0,39.934428,-106.317011,12205,1
3600827,STAFFORD BLUE RIVER DITCH,12.65,39.911017,-106.341775,15219,2.5
3600827,STAFFORD BLUE RIVER DITCH,12.65,39.911017,-106.341775,32075.15219,3.5
3600827,STAFFORD BLUE RIVER DITCH,12.65,39.911017,-106.341775,32075.17319,2
3600828,STAFFORD GREEN MTN DITCH,0,39.924316,-106.312593,12199,1
3600829,STRAIGHT CREEK DITCH,2.62,39.644498,-106.027649,18005,3.5
3600829,STRAIGHT CREEK DITCH,2.62,39.644498,-106.027649,52960.52067,0
3600830,SUPPLY CANAL NO 1 CLINTON,18.46,39.41517,-106.174994,31272,20
3600832,SUTTON NO 1 DITCH,1.85,39.856758,-106.366003,16223,12.5
3600838,SWANSON ORO GRANDE DITCH,2.59,39.644071,-106.028074,30184.26478,4
3600845,TOWN RESERVOIR FEEDER DITCH,1.03,39.473168,-106.060873,13087,15.3
3600847,TREMBLAY NO 2 DITCH,2.38,39.796106,-106.12747,22964.22777,0
3600849,UTE CREEK NO 1,0.91,39.798542,-106.189774,11110,1
3600850,UTE CREEK NO 2,0.87,39.799058,-106.189514,11114,1
3600851,UTE CREEK NO 3,1.15,39.795505,-106.191625,17363,1.25
3600852,VENDETT DITCH,0.75,39.681179,-106.112592,20534,1.5
3600854,VALAER DITCH,44.42,39.621783,-106.066681,33289,1.44
3600854,VALAER DITCH,44.42,39.621783,-106.066681,50702,0
3600856,VALIER NO 2 DITCH,0.71,39.649265,-106.08884,32075.2651,0
3600856,VALIER NO 2 DITCH,0.71,39.649265,-106.08884,36437,0
3600857,VIE DITCH,1.86,39.804021,-106.220835,18140,0.85
3600857,VIE DITCH,1.86,39.804021,-106.220835,32075.20453,8.72
3600858,WAHLSTROM NO 1 DITCH HGT 1,2.06,39.743355,-106.171387,32075.19546,2
3600859,WAHLSTROM NO 2 DITCH,1.67,39.747307,-106.167182,32075.19546,2
3600860,WAHLSTROM NO 3 DITCH,0.89,39.755317,-106.158224,32075.19546,3
3600861,WAHLSTROM NO 4 DITCH,0.57,39.758832,-106.154419,32075.19546,2
3600862,WAHLSTROM NO 5 DITCH,0.33,39.761482,-106.15165,32075.19546,3
3600863,WARD NO 2 DITCH,0.42,39.723038,-106.09854,23296.21009,4
3600863,WARD NO 2 DITCH,0.42,39.723038,-106.09854,32075.21009,3.98
3600868,WESTLAKE DITCH,0.93,39.856933,-106.286922,14397,5.07
