,analysisDate,analysisWdid,analysisStructureName,analysisOutOfPriorityPercentOfDay,locationWdid,locationStructure,priorityWdid,priorityStructure
8095,2000-07-31T00:00:00.0000000,3801766,IND P TM DVR N YORK HGT3,100,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
8157,2000-07-29T00:00:00.0000000,3801767,IND P TM DVR LOST MAN,25,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
8158,2000-07-30T00:00:00.0000000,3801767,IND P TM DVR LOST MAN,100,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
8159,2000-07-31T00:00:00.0000000,3801767,IND P TM DVR LOST MAN,100,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
8221,2000-07-29T00:00:00.0000000,3801768,IND P TM DVR LINCOLN CR,25,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
8222,2000-07-30T00:00:00.0000000,3801768,IND P TM DVR LINCOLN CR,100,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
8223,2000-07-31T00:00:00.0000000,3801768,IND P TM DVR LINCOLN CR,100,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
8285,2000-07-29T00:00:00.0000000,3804617,IND P TM DVR TUNNEL NO 1,25,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
8286,2000-07-30T00:00:00.0000000,3804617,IND P TM DVR TUNNEL NO 1,100,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
8287,2000-07-31T00:00:00.0000000,3804617,IND P TM DVR TUNNEL NO 1,100,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
8349,2000-07-29T00:00:00.0000000,3801763,IND P TM DVR TUNNEL NO 2,25,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
8350,2000-07-30T00:00:00.0000000,3801763,IND P TM DVR TUNNEL NO 2,100,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
8351,2000-07-31T00:00:00.0000000,3801763,IND P TM DVR TUNNEL NO 2,100,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
8413,2000-07-29T00:00:00.0000000,7203858,RAPID CREEK RES NO 1,25,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
8414,2000-07-30T00:00:00.0000000,7203858,RAPID CREEK RES NO 1,100,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
8415,2000-07-31T00:00:00.0000000,7203858,RAPID CREEK RES NO 1,100,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
8441,2000-07-29T00:00:00.0000000,3900610,LOW COST DITCH,25,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
8442,2000-07-30T00:00:00.0000000,3900610,LOW COST DITCH,100,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
8443,2000-07-31T00:00:00.0000000,3900610,LOW COST DITCH,100,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
8505,2000-07-29T00:00:00.0000000,3900635,PARACHUTE DITCH,25,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
8506,2000-07-30T00:00:00.0000000,3900635,PARACHUTE DITCH,100,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
8507,2000-07-31T00:00:00.0000000,3900635,PARACHUTE DITCH,100,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
8569,2000-07-29T00:00:00.0000000,7203853,EGGAR RESERVOIR,25,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
8570,2000-07-30T00:00:00.0000000,7203853,EGGAR RESERVOIR,100,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
8571,2000-07-31T00:00:00.0000000,7203853,EGGAR RESERVOIR,100,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
9866,2000-07-29T00:00:00.0000000,7203889,BULL BASIN NO 2 RES,25,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
9867,2000-07-30T00:00:00.0000000,7203889,BULL BASIN NO 2 RES,100,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
9868,2000-07-31T00:00:00.0000000,7203889,BULL BASIN NO 2 RES,100,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
10881,2000-07-29T00:00:00.0000000,3900548,DEWEESE DITCH,25,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
10882,2000-07-30T00:00:00.0000000,3900548,DEWEESE DITCH,100,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
10883,2000-07-31T00:00:00.0000000,3900548,DEWEESE DITCH,100,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
14047,2000-07-29T00:00:00.0000000,3804184,CHAPMAN RESERVOIR,25,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
14048,2000-07-30T00:00:00.0000000,3804184,CHAPMAN RESERVOIR,100,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
14049,2000-07-31T00:00:00.0000000,3804184,CHAPMAN RESERVOIR,100,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
14957,2000-07-29T00:00:00.0000000,3800854,MAROON DITCH,25,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
14958,2000-07-30T00:00:00.0000000,3800854,MAROON DITCH,100,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
14959,2000-07-31T00:00:00.0000000,3800854,MAROON DITCH,100,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
15021,2000-07-29T00:00:00.0000000,3801073,WACO DITCH,25,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
15022,2000-07-30T00:00:00.0000000,3801073,WACO DITCH,100,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
15023,2000-07-31T00:00:00.0000000,3801073,WACO DITCH,100,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
15085,2000-07-29T00:00:00.0000000,3804680,THOMPSON CR FEEDER DITCH,25,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
15086,2000-07-30T00:00:00.0000000,3804680,THOMPSON CR FEEDER DITCH,100,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
15087,2000-07-31T00:00:00.0000000,3804680,THOMPSON CR FEEDER DITCH,100,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
15149,2000-07-29T00:00:00.0000000,3900687,WARE AND HINDS DITCH,25,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
15150,2000-07-30T00:00:00.0000000,3900687,WARE AND HINDS DITCH,100,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
15151,2000-07-31T00:00:00.0000000,3900687,WARE AND HINDS DITCH,100,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
15213,2000-07-29T00:00:00.0000000,3900672,THOMPKINS DITCH,25,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
15214,2000-07-30T00:00:00.0000000,3900672,THOMPKINS DITCH,100,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
15215,2000-07-31T00:00:00.0000000,3900672,THOMPKINS DITCH,100,7200645,GRAND VALLEY CANAL,7200645,GRAND VALLEY CANAL
15850,2000-07-20T00:00:00.0000000,5000734,DEBERARD DITCH OVERFLOW SYSTEM,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
15851,2000-07-21T00:00:00.0000000,5000734,DEBERARD DITCH OVERFLOW SYSTEM,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
15852,2000-07-22T00:00:00.0000000,5000734,DEBERARD DITCH OVERFLOW SYSTEM,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
15853,2000-07-23T00:00:00.0000000,5000734,DEBERARD DITCH OVERFLOW SYSTEM,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
15854,2000-07-24T00:00:00.0000000,5000734,DEBERARD DITCH OVERFLOW SYSTEM,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
15855,2000-07-25T00:00:00.0000000,5000734,DEBERARD DITCH OVERFLOW SYSTEM,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
15856,2000-07-26T00:00:00.0000000,5000734,DEBERARD DITCH OVERFLOW SYSTEM,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
15857,2000-07-27T00:00:00.0000000,5000734,DEBERARD DITCH OVERFLOW SYSTEM,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
15858,2000-07-28T00:00:00.0000000,5000734,DEBERARD DITCH OVERFLOW SYSTEM,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
15859,2000-07-29T00:00:00.0000000,5000734,DEBERARD DITCH OVERFLOW SYSTEM,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
15860,2000-07-30T00:00:00.0000000,5000734,DEBERARD DITCH OVERFLOW SYSTEM,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
15861,2000-07-31T00:00:00.0000000,5000734,DEBERARD DITCH OVERFLOW SYSTEM,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
16026,2000-07-20T00:00:00.0000000,5100763,KINNEY BARRIGER DITCH,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
16027,2000-07-21T00:00:00.0000000,5100763,KINNEY BARRIGER DITCH,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
16028,2000-07-22T00:00:00.0000000,5100763,KINNEY BARRIGER DITCH,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
16029,2000-07-23T00:00:00.0000000,5100763,KINNEY BARRIGER DITCH,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
16030,2000-07-24T00:00:00.0000000,5100763,KINNEY BARRIGER DITCH,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
16031,2000-07-25T00:00:00.0000000,5100763,KINNEY BARRIGER DITCH,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
16032,2000-07-26T00:00:00.0000000,5100763,KINNEY BARRIGER DITCH,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
16033,2000-07-27T00:00:00.0000000,5100763,KINNEY BARRIGER DITCH,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
16034,2000-07-28T00:00:00.0000000,5100763,KINNEY BARRIGER DITCH,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
16035,2000-07-29T00:00:00.0000000,5100763,KINNEY BARRIGER DITCH,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
16036,2000-07-30T00:00:00.0000000,5100763,KINNEY BARRIGER DITCH,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
