PageNumber,PageCount,ResultCount,ResultDateTime
1,1,2300,2020-10-12T20:32:54.7529136-06:00
stationNum,abbrev,usgsSiteId,stationName,dataSource,division,waterDistrict,county,state,utmX,utmY,latitude,longitude,locationAccuracy,startDate,endDate,modified,moreInformation,measUnit
489,BEARCOCO,07105000,"BEAR CREEK NEAR COLORADO SPRINGS, CO",USGS,2,10,EL PASO,CO,509671.5,4297084.4,38.822491,-104.888586,User supplied,1992-06-01T00:00:00.0000000,2020-10-10T00:00:00.0000000,2020-10-11T00:07:51.6700000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
490,LOFOKECO,07105920,"L FOUNTAIN C AB KEATON RE, NR FORT CARSON, CO.",USGS,2,10,EL PASO,CO,512299.9,4281460.5,38.681662,-104.858596,User supplied,1978-06-01T00:00:00.0000000,1998-09-30T00:00:00.0000000,2015-06-17T11:53:02.5930000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
491,FOUPINCO,07106300,"FOUNTAIN CREEK NEAR PINON, CO",USGS,2,10,PUEBLO,CO,535082.8,4253540.9,38.429444,-104.598056,User supplied,1973-04-01T00:00:00.0000000,2020-10-10T00:00:00.0000000,2020-10-11T00:27:51.6230000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
492,STCSANCO,07107000,"ST. CHARLES RIVER AT SAN ISABEL, CO.",USGS,2,15,CUSTER,CO,494390.0,4203783.5,37.981683,-105.063891,User supplied,1937-04-01T00:00:00.0000000,1941-09-30T00:00:00.0000000,2015-06-17T11:53:02.5930000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
493,CRBRLVCO,07114000,CUCHARAS RIVER AT BOYD RANCH NEAR LA VETA,DWR,2,16,HUERFANO,CO,495329.7,4141468.7,37.420021,-105.052788,Digitized off map,1934-10-01T00:00:00.0000000,2020-10-10T00:00:00.0000000,2020-10-11T00:25:40.4900000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
494,ARKANECO,07117500,"ARKANSAS RIVER AT NEPESTA, CO.",USGS,2,14,PUEBLO,CO,575398.7,4226014.0,38.178899,-104.139137,User supplied,1914-01-01T00:00:00.0000000,1936-05-31T00:00:00.0000000,2015-06-17T11:53:02.5930000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
495,APIFOWCO,07119500,"APISHAPA RIVER NEAR FOWLER, CO",USGS,2,17,OTERO,CO,590508.4,4218356.6,38.108500,-103.967611,User supplied,1922-04-01T00:00:00.0000000,2020-10-10T00:00:00.0000000,2020-10-11T00:27:51.6400000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
497,HORLASCO,07123675,"HORSE CREEK NEAR LAS ANIMAS, CO",USGS,2,17,BENT,CO,644367.6,4216526.2,38.085011,-103.353830,User supplied,1979-10-01T00:00:00.0000000,1993-09-30T00:00:00.0000000,2015-06-17T11:53:02.5930000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
498,MOLWESCO,07124100,"MOLINO CANYON NEAR WESTON, CO.",USGS,2,19,LAS ANIMAS,CO,517123.5,4109560.0,37.132248,-104.807219,User supplied,1978-07-01T00:00:00.0000000,1981-07-31T00:00:00.0000000,2015-06-17T11:53:02.5930000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
499,SARSEGCO,07124120,"SARCILLO CANYON NEAR SEGUNDO, CO.",USGS,2,19,LAS ANIMAS,CO,520950.2,4108644.1,37.123914,-104.764170,User supplied,1978-07-01T00:00:00.0000000,1981-09-30T00:00:00.0000000,2015-06-17T11:53:02.5930000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
500,PURNINCO,07126500,PURGATOIRE RIVER AT NINEMILE DAM NEAR HIGBEE,DWR,2,17,OTERO,CO,631240.0,4175224.0,37.714882,-103.510993,Digitized off map,1924-10-01T00:00:00.0000000,2020-10-10T00:00:00.0000000,2020-10-11T00:27:00.4400000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
501,BIGKORCO,07134000,"BIG SANDY CR ABV AMITY CNL DIVERSN, NR KORNMAN, CO",USGS,2,67,PROWERS,CO,720603.5,4232611.4,38.214456,-102.480195,User supplied,1941-10-01T00:00:00.0000000,1946-12-31T00:00:00.0000000,2015-06-17T11:53:02.5930000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
502,BIGLAMCO,07134100,"BIG SANDY CREEK NEAR LAMAR, CO.",USGS,2,67,PROWERS,CO,720589.5,4221473.9,38.114176,-102.483802,User supplied,1968-02-01T00:00:00.0000000,2020-10-10T00:00:00.0000000,2020-10-11T00:07:51.7800000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
503,KERVILCO,08224500,KERBER CREEK NEAR VILLA GROVE,DWR,3,25,SAGUACHE,CO,404624.3,4230808.0,38.220204,-106.089581,User supplied,1923-06-01T00:00:00.0000000,2020-10-10T00:00:00.0000000,2020-10-11T00:44:00.8700000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
504,TRASAGCO,08227400,"TRACY PIT RESERVOIR INFLOW NEAR SAGUACHE, CO.",USGS,3,26,SAGUACHE,CO,393046.7,4211570.7,38.045564,-106.218923,User supplied,1979-07-01T00:00:00.0000000,1989-09-30T00:00:00.0000000,2015-06-17T11:53:02.5930000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
505,MOSMOSCO,08234200,"MOSCA CREEK NEAR MOSCA, CO.",USGS,3,35,ALAMOSA,CO,455232.7,4176504.2,37.734728,-105.508074,User supplied,1967-01-01T00:00:00.0000000,1970-09-30T00:00:00.0000000,2015-06-17T11:53:02.5930000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
506,LAJCAPCO,08238000,LAJARA CREEK AT GALLEGOS RANCH NEAR CAPULIN,DWR,3,21,CONEJOS,CO,394611.6,4118842.5,37.210120,-106.187717,User supplied,1943-03-01T00:00:00.0000000,2020-10-10T00:00:00.0000000,2020-10-11T00:30:00.8070000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
508,CULSANCO,08250000,"CULEBRA CREEK AT SAN LUIS, CO",DWR,3,24,COSTILLA,CO,462210.8,4115349.5,37.183832,-105.425746,User supplied,1927-04-01T00:00:00.0000000,2020-10-10T00:00:00.0000000,2020-10-11T00:39:40.7130000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
509,RIOBORCO,08252000,RIO GRANDE AT COLORADO-NEW MEXICO STATE LINE,USGS,3,24,COSTILLA,CO,435713.7,4095210.8,37.000860,-105.722522,User supplied,1953-10-01T00:00:00.0000000,1982-09-30T00:00:00.0000000,2015-06-17T11:53:02.5930000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
510,LADGRACO,09010100,"LADY CREEK NEAR GRAND LAKE, CO.",USGS,5,51,GRAND,CO,428220.5,4479773.7,40.465547,-105.846695,User supplied,1969-06-01T00:00:00.0000000,1975-09-30T00:00:00.0000000,2015-06-17T11:53:02.5930000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
511,ONAGRACO,09010600,"ONAHU CREEK NEAR GRAND LAKE, COLO.",USGS,5,51,GRAND,CO,428375.5,4463922.6,40.322772,-105.843073,User supplied,1969-05-01T00:00:00.0000000,1969-09-30T00:00:00.0000000,2015-06-17T11:53:02.5930000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
512,COLALACO,09015500,"COLUMBINE CREEK ABV LAKE GRANBY, NR GRAND LAKE, CO",USGS,5,51,GRAND,CO,430171.7,4448773.5,40.186454,-105.820285,User supplied,1950-04-01T00:00:00.0000000,1955-09-30T00:00:00.0000000,2015-06-17T11:53:02.5930000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
513,ROAGRACO,09016000,"ROARING FORK ABOVE LAKE GRANBY, CO.",USGS,5,51,GRAND,CO,434610.6,4442559.3,40.130823,-105.767514,User supplied,1951-10-01T00:00:00.0000000,1955-09-30T00:00:00.0000000,2015-06-17T11:53:02.5930000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
514,FRAJIMCO,,"FRASER-JIM CREEK DIVERSION AT WINTER PARK, CO",DWB,5,51,GRAND,CO,436315.0,4415099.0,39.886654,-105.757507,User supplied,2011-08-03T00:00:00.0000000,2020-10-10T00:00:00.0000000,2020-10-11T00:26:40.4700000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
515,MOFTUNCO,09022500,"MOFFAT WATER TUNNEL AT EAST PORTAL, CO.",DWR,1,6,GILPIN,CO,444829.0,4417063.5,39.901866,-105.645420,Digitized off map,1936-06-01T00:00:00.0000000,2020-10-10T00:00:00.0000000,2020-10-11T00:41:00.7530000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
517,VASWINCO,09025000,"VASQUEZ CREEK AT WINTER PARK, CO",USGS,5,51,GRAND,CO,432889.9,4419202.6,39.920265,-105.785286,User supplied,1934-08-01T00:00:00.0000000,2020-10-10T00:00:00.0000000,2020-10-10T17:07:50.3570000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
518,SLOFRACO,09026500,"ST. LOUIS CREEK NEAR FRASER, CO.",USGS,5,51,GRAND,CO,424925.8,4418135.9,39.909987,-105.878345,User supplied,1934-08-01T00:00:00.0000000,2020-10-10T00:00:00.0000000,2020-10-11T00:47:51.7470000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
519,LIMUPACO,09034800,"LITTLE MUDDY CREEK NEAR PARSHALL, CO.",USGS,5,51,GRAND,CO,408708.1,4424202.1,39.963046,-106.068921,User supplied,1958-10-01T00:00:00.0000000,1965-09-30T00:00:00.0000000,2015-06-17T11:53:02.5930000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
520,DARNLECO,09035800,"DARLING CREEK NEAR LEAL, CO.",USGS,5,51,GRAND,CO,412130.9,4406123.5,39.800552,-106.026417,User supplied,1965-10-01T00:00:00.0000000,2011-09-30T00:00:00.0000000,2016-06-20T15:36:49.7870000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
521,SOFWINCO,09035830,"SO FK WILLIAMS FK NR PTARMIGAN PASS, CO",USGS,5,51,GRAND,CO,417485.8,4395364.7,39.704162,-105.962523,User supplied,1984-10-01T00:00:00.0000000,1986-09-30T00:00:00.0000000,2015-06-17T11:53:02.5930000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
522,KEYLEACO,09036500,"KEYSER CREEK NEAR LEAL, CO.",USGS,5,51,GRAND,CO,413050.8,4417984.3,39.907489,-106.017248,User supplied,1942-10-01T00:00:00.0000000,1952-09-30T00:00:00.0000000,2015-06-17T11:53:02.5930000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
523,MUDATKCO,09041500,"MUDDY CREEK AT KREMMLING, CO.",DWR,5,50,GRAND,CO,380762.6,4435382.4,40.060267,-106.398093,,1982-05-01T00:00:00.0000000,1995-09-30T00:00:00.0000000,2015-06-17T11:53:02.5930000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
525,BEMCRECO,09044500,"BEMROSE CREEK NEAR HOOSIER PASS, CO.",USGS,5,36,SUMMIT,CO,409700.0,4358791.5,39.373887,-106.048363,User supplied,1953-10-01T00:00:00.0000000,1958-06-30T00:00:00.0000000,2015-06-17T11:53:02.5930000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
526,BLUNDICO,09046600,"BLUE RIVER NEAR DILLON, CO",USGS,5,36,SUMMIT,CO,409853.4,4380187.6,39.566653,-106.049463,User supplied,1957-10-01T00:00:00.0000000,2020-10-10T00:00:00.0000000,2020-10-11T00:17:50.9330000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
527,WESTENCO,09049200,"WEST TENMILE CREEK AT COPPER MOUNTAIN, CO.",USGS,5,36,SUMMIT,CO,399546.1,4373037.9,39.501105,-106.168368,User supplied,1973-10-01T00:00:00.0000000,1979-09-30T00:00:00.0000000,2015-06-17T11:53:02.5930000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
528,BLABLACO,09054000,"BLACK CREEK BELOW BLACK LAKE, NEAR DILLON, CO.",USGS,5,36,SUMMIT,CO,391415.0,4406234.8,39.799160,-106.268371,User supplied,1942-07-01T00:00:00.0000000,1994-09-30T00:00:00.0000000,2015-06-17T11:53:02.5930000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
529,OTTAGRCO,09055000,"OTTER CREEK ABOVE GREEN MOUNTAIN RESERVOIR, CO.",USGS,5,36,SUMMIT,CO,391546.8,4412184.5,39.852765,-106.267814,User supplied,1944-10-01T00:00:00.0000000,1953-09-30T00:00:00.0000000,2015-06-17T11:53:02.5930000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
530,,09060700,"EGERIA CREEK NEAR TOPONAS, CO.",USGS,5,53,ROUTT,CO,340839.8,4434942.2,40.049712,-106.865887,User supplied,1965-10-01T00:00:00.0000000,1973-09-30T00:00:00.0000000,2015-06-17T11:53:02.5930000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
531,,09060950,"BIG ALKALI CREEK BELOW CASTLE CR NEAR BURNS, CO.",USGS,5,52,EAGLE,CO,344544.1,4414291.2,39.864435,-106.817553,User supplied,1981-10-01T00:00:00.0000000,1986-09-30T00:00:00.0000000,2015-06-17T11:53:02.5930000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
532,,09063500,"TURKEY CREEK AT RED CLIFF, CO.",USGS,5,37,EAGLE,CO,382466.4,4374696.7,39.513884,-106.367265,User supplied,1913-10-01T00:00:00.0000000,1956-09-30T00:00:00.0000000,2015-06-17T11:53:02.5930000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
533,,09063900,"MISSOURI CREEK NEAR GOLD PARK, CO.",USGS,5,37,EAGLE,CO,373407.1,4361116.8,39.390272,-106.470041,User supplied,1972-08-01T00:00:00.0000000,2020-09-14T00:00:00.0000000,2020-09-16T01:41:35.2270000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
534,,09064500,"HOMESTAKE CREEK NEAR RED CLIFF, CO.",USGS,5,37,EAGLE,CO,382350.2,4370196.3,39.473323,-106.367819,User supplied,1910-10-01T00:00:00.0000000,2011-09-30T00:00:00.0000000,2016-06-20T15:36:49.7870000,http://cdss.state.co.us/onlineTools/Pages/ClimateStation.aspx,cfs
