analysisWdid,analysisStructure,priorityWdid,priorityStructure,sumWtdCount,analysisStreamMile,analysisNetAbs,analysisWaterDistrict,priorityStreamMile,priorityNetAbs,priorityWaterDistrict
3703786,GRAHAM POND NO 2,5300584,SHOSHONE POWER PLANT,174.457,0.0,0.13,37,147.54,1408.0,53
3804146,BRITVAR POND,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,1.0,0.0,0.23,38,23.05,50.67,51
5104019,KOVACS POND NO 2,5300584,SHOSHONE POWER PLANT,174.457,0.0,1.05,51,147.54,1408.0,53
3803936,PAN AND FORK RESERVOIR,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,1.0,0.0,0.5,38,23.05,50.67,51
3903998,HILMES POND,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,1.0,0.0,1.0,39,23.05,50.67,51
5003653,COLBURN RESERVOIR NO 2,5300584,SHOSHONE POWER PLANT,174.457,0.0,23.0,50,147.54,1408.0,53
5003652,COLBURN RESERVOIR,5300584,SHOSHONE POWER PLANT,174.457,0.0,16.0,50,147.54,1408.0,53
3703536,MIN LAKE BENCH LAKE NO 1,5300584,SHOSHONE POWER PLANT,174.457,0.0,9.0,37,147.54,1408.0,53
4503606,DILLMAN DITCH FISH POND,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,1.0,0.0,4.8,45,23.05,50.67,51
3903942,MOORES IRRIGATION POND,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,1.0,0.0,0.125,39,23.05,50.67,51
3802010,MIN FLOW S FK CRYSTAL R,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,1.0,0.0,17.0,38,23.05,50.67,51
5103526,CORRAL CREEK WETLAND NO1,3603543,GREEN MOUNTAIN RESERVOIR,53.729,0.0,26.8,51,15.77,209199.0,36
3802011,MIN FLOW N FK CRYSTAL R,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,1.0,0.0,20.0,38,23.05,50.67,51
3804146,BRITVAR POND,7200645,GRAND VALLEY CANAL,1.9169999999999998,0.0,0.23,38,53.09,940.28,72
3804137,OGARA POND,7200645,GRAND VALLEY CANAL,1.9169999999999998,0.0,2.0,38,53.09,940.28,72
3903558,LAFRENZ POND,7200645,GRAND VALLEY CANAL,1.9169999999999998,0.0,1.75,39,53.09,940.28,72
3903505,GRASS VALLEY RESERVOIR,7200645,GRAND VALLEY CANAL,1.9169999999999998,0.0,6989.2,39,53.09,940.28,72
3903942,MOORES IRRIGATION POND,7200645,GRAND VALLEY CANAL,1.9169999999999998,0.0,0.125,39,53.09,940.28,72
3903998,HILMES POND,7200645,GRAND VALLEY CANAL,1.9169999999999998,0.0,1.0,39,53.09,940.28,72
4503606,DILLMAN DITCH FISH POND,7200645,GRAND VALLEY CANAL,1.9169999999999998,0.0,4.8,45,53.09,940.28,72
3900672,THOMPKINS DITCH,7200645,GRAND VALLEY CANAL,1.9169999999999998,0.0,21.0,39,53.09,940.28,72
3802011,MIN FLOW N FK CRYSTAL R,7200645,GRAND VALLEY CANAL,1.9169999999999998,0.0,20.0,38,53.09,940.28,72
3802010,MIN FLOW S FK CRYSTAL R,7200645,GRAND VALLEY CANAL,1.9169999999999998,0.0,17.0,38,53.09,940.28,72
3802114,MIN FLOW CRYSTAL R LOWER,7200645,GRAND VALLEY CANAL,1.9169999999999998,0.0,100.0,38,53.09,940.28,72
7204097,SCHORN RESERVOIR NO 10,7200645,GRAND VALLEY CANAL,1.9169999999999998,0.0,5.0,72,53.09,940.28,72
3802114,MIN FLOW CRYSTAL R LOWER,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,1.0,0.0,100.0,38,23.05,50.67,51
3804137,OGARA POND,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,1.0,0.0,2.0,38,23.05,50.67,51
5103526,CORRAL CREEK WETLAND NO1,5103709,WILLIAMS FORK RESERVOIR,9.146,0.0,26.8,51,2.22,187274.0,51
3703786,GRAHAM POND NO 2,5103709,WILLIAMS FORK RESERVOIR,9.146,0.0,0.13,37,2.22,187274.0,51
3903505,GRASS VALLEY RESERVOIR,7200646,GRAND VALLEY PROJECT,47.833,0.0,6989.2,39,61.8,2313.7,72
3802114,MIN FLOW CRYSTAL R LOWER,3603543,GREEN MOUNTAIN RESERVOIR,15.915999999999999,0.0,100.0,38,15.77,209199.0,36
3804146,BRITVAR POND,3603543,GREEN MOUNTAIN RESERVOIR,15.915999999999999,0.0,0.23,38,15.77,209199.0,36
3802011,MIN FLOW N FK CRYSTAL R,3603543,GREEN MOUNTAIN RESERVOIR,15.915999999999999,0.0,20.0,38,15.77,209199.0,36
3802010,MIN FLOW S FK CRYSTAL R,3603543,GREEN MOUNTAIN RESERVOIR,15.915999999999999,0.0,17.0,38,15.77,209199.0,36
3804137,OGARA POND,3603543,GREEN MOUNTAIN RESERVOIR,15.915999999999999,0.0,2.0,38,15.77,209199.0,36
3803553,ASPEN VALLEY RANCH POND,3603543,GREEN MOUNTAIN RESERVOIR,15.915999999999999,0.0,5.0,38,15.77,209199.0,36
4503606,DILLMAN DITCH FISH POND,7200646,GRAND VALLEY PROJECT,47.833,0.0,4.8,45,61.8,2313.7,72
3903942,MOORES IRRIGATION POND,3603543,GREEN MOUNTAIN RESERVOIR,15.915999999999999,0.0,0.125,39,15.77,209199.0,36
3900672,THOMPKINS DITCH,3603543,GREEN MOUNTAIN RESERVOIR,15.915999999999999,0.0,21.0,39,15.77,209199.0,36
3903998,HILMES POND,3603543,GREEN MOUNTAIN RESERVOIR,15.915999999999999,0.0,1.0,39,15.77,209199.0,36
3903505,GRASS VALLEY RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,15.915999999999999,0.0,6989.2,39,15.77,209199.0,36
3903558,LAFRENZ POND,3603543,GREEN MOUNTAIN RESERVOIR,15.915999999999999,0.0,1.75,39,15.77,209199.0,36
3803936,PAN AND FORK RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,15.915999999999999,0.0,0.5,38,15.77,209199.0,36
5003646,MARTIN RESERVOIR,5103709,WILLIAMS FORK RESERVOIR,18.292,0.0,216.15,50,2.22,187274.0,51
5003646,MARTIN RESERVOIR,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,19.582,0.0,216.15,50,23.05,50.67,51
3803936,PAN AND FORK RESERVOIR,7200646,GRAND VALLEY PROJECT,47.833,0.0,0.5,38,61.8,2313.7,72
5003652,COLBURN RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,20.5,0.0,16.0,50,45.59,520.0,36
5003653,COLBURN RESERVOIR NO 2,3604684,BLUE RIVER DIVERSION PROJECT,20.5,0.0,23.0,50,45.59,520.0,36
5103526,CORRAL CREEK WETLAND NO1,3604684,BLUE RIVER DIVERSION PROJECT,20.5,0.0,26.8,51,45.59,520.0,36
5104018,KOVACS POND NO 1,3604684,BLUE RIVER DIVERSION PROJECT,20.5,0.0,0.65,51,45.59,520.0,36
3804146,BRITVAR POND,7200646,GRAND VALLEY PROJECT,47.833,0.0,0.23,38,61.8,2313.7,72
3804137,OGARA POND,7200646,GRAND VALLEY PROJECT,47.833,0.0,2.0,38,61.8,2313.7,72
5104019,KOVACS POND NO 2,3604684,BLUE RIVER DIVERSION PROJECT,20.5,0.0,1.05,51,45.59,520.0,36
5003646,MARTIN RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,41.0,0.0,216.15,50,45.59,520.0,36
3900672,THOMPKINS DITCH,7200646,GRAND VALLEY PROJECT,47.833,0.0,21.0,39,61.8,2313.7,72
4503606,DILLMAN DITCH FISH POND,3603543,GREEN MOUNTAIN RESERVOIR,15.915999999999999,0.0,4.8,45,15.77,209199.0,36
3903942,MOORES IRRIGATION POND,7200646,GRAND VALLEY PROJECT,47.833,0.0,0.125,39,61.8,2313.7,72
3803592,BAILEY POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,15.915999999999999,0.0,0.55,38,15.77,209199.0,36
5104019,KOVACS POND NO 2,5103709,WILLIAMS FORK RESERVOIR,9.146,0.0,1.05,51,2.22,187274.0,51
5003652,COLBURN RESERVOIR,5103709,WILLIAMS FORK RESERVOIR,9.146,0.0,16.0,50,2.22,187274.0,51
5003653,COLBURN RESERVOIR NO 2,5103709,WILLIAMS FORK RESERVOIR,9.146,0.0,23.0,50,2.22,187274.0,51
5104018,KOVACS POND NO 1,5103709,WILLIAMS FORK RESERVOIR,9.146,0.0,0.65,51,2.22,187274.0,51
3703786,GRAHAM POND NO 2,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,9.791,0.0,0.13,37,23.05,50.67,51
3703536,MIN LAKE BENCH LAKE NO 1,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,9.791,0.0,9.0,37,23.05,50.67,51
5003653,COLBURN RESERVOIR NO 2,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,9.791,0.0,23.0,50,23.05,50.67,51
3802011,MIN FLOW N FK CRYSTAL R,7200646,GRAND VALLEY PROJECT,47.833,0.0,20.0,38,61.8,2313.7,72
3802010,MIN FLOW S FK CRYSTAL R,7200646,GRAND VALLEY PROJECT,47.833,0.0,17.0,38,61.8,2313.7,72
5003652,COLBURN RESERVOIR,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,9.791,0.0,16.0,50,23.05,50.67,51
5103526,CORRAL CREEK WETLAND NO1,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,9.791,0.0,26.8,51,23.05,50.67,51
5104019,KOVACS POND NO 2,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,9.791,0.0,1.05,51,23.05,50.67,51
3703536,MIN LAKE BENCH LAKE NO 1,5103709,WILLIAMS FORK RESERVOIR,9.146,0.0,9.0,37,2.22,187274.0,51
3802114,MIN FLOW CRYSTAL R LOWER,7200646,GRAND VALLEY PROJECT,47.833,0.0,100.0,38,61.8,2313.7,72
3803594,BAILEY POND NO 3,7200646,GRAND VALLEY PROJECT,47.833,0.0,1.0,38,61.8,2313.7,72
3803593,BAILEY POND NO 2,7200646,GRAND VALLEY PROJECT,47.833,0.0,1.0,38,61.8,2313.7,72
3803592,BAILEY POND NO 1,7200646,GRAND VALLEY PROJECT,47.833,0.0,0.55,38,61.8,2313.7,72
3803635,MARTIN POND,7200646,GRAND VALLEY PROJECT,47.833,0.0,0.1,38,61.8,2313.7,72
3803553,ASPEN VALLEY RANCH POND,7200646,GRAND VALLEY PROJECT,47.833,0.0,5.0,38,61.8,2313.7,72
5003646,MARTIN RESERVOIR,7200646,GRAND VALLEY PROJECT,10.418,0.0,216.15,50,61.8,2313.7,72
7204097,SCHORN RESERVOIR NO 10,3603543,GREEN MOUNTAIN RESERVOIR,11.083,0.0,5.0,72,15.77,209199.0,36
3903558,LAFRENZ POND,7200646,GRAND VALLEY PROJECT,47.833,0.0,1.75,39,61.8,2313.7,72
3803635,MARTIN POND,3603543,GREEN MOUNTAIN RESERVOIR,15.915999999999999,0.0,0.1,38,15.77,209199.0,36
3803594,BAILEY POND NO 3,3603543,GREEN MOUNTAIN RESERVOIR,15.915999999999999,0.0,1.0,38,15.77,209199.0,36
3903998,HILMES POND,7200646,GRAND VALLEY PROJECT,47.833,0.0,1.0,39,61.8,2313.7,72
3803593,BAILEY POND NO 2,3603543,GREEN MOUNTAIN RESERVOIR,15.915999999999999,0.0,1.0,38,15.77,209199.0,36
5104018,KOVACS POND NO 1,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,9.791,0.0,0.65,51,23.05,50.67,51
3900672,THOMPKINS DITCH,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,1.0,0.0,21.0,39,23.05,50.67,51
3703536,MIN LAKE BENCH LAKE NO 1,3604684,BLUE RIVER DIVERSION PROJECT,20.5,0.0,9.0,37,45.59,520.0,36
3803593,BAILEY POND NO 2,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,1.0,0.0,1.0,38,23.05,50.67,51
3903558,LAFRENZ POND,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,1.0,0.0,1.75,39,23.05,50.67,51
3803635,MARTIN POND,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,1.0,0.0,0.1,38,23.05,50.67,51
5003646,MARTIN RESERVOIR,5300584,SHOSHONE POWER PLANT,348.914,0.0,216.15,50,147.54,1408.0,53
3803592,BAILEY POND NO 1,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,1.0,0.0,0.55,38,23.05,50.67,51
3803553,ASPEN VALLEY RANCH POND,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,1.0,0.0,5.0,38,23.05,50.67,51
3803594,BAILEY POND NO 3,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,1.0,0.0,1.0,38,23.05,50.67,51
5103526,CORRAL CREEK WETLAND NO1,5300584,SHOSHONE POWER PLANT,174.457,0.0,26.8,51,147.54,1408.0,53
3802000,MIN FLOW HUNTER CR LOWER,7200645,GRAND VALLEY CANAL,3.8339999999999996,0.01,30.0,38,53.09,940.28,72
3702056,MIN FLOW GORE CR LOWER,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,19.582,0.01,36.0,37,23.05,50.67,51
3802077,MIN FLOW FRYINGPAN R LOW,3603543,GREEN MOUNTAIN RESERVOIR,15.915999999999999,0.01,110.0,38,15.77,209199.0,36
3702056,MIN FLOW GORE CR LOWER,3704516,HOMESTAKE PROJ RESERVOIR,7.332000000000001,0.01,36.0,37,13.87,43989.7,37
3702056,MIN FLOW GORE CR LOWER,3604684,BLUE RIVER DIVERSION PROJECT,41.0,0.01,36.0,37,45.59,520.0,36
3802077,MIN FLOW FRYINGPAN R LOW,7200646,GRAND VALLEY PROJECT,47.833,0.01,110.0,38,61.8,2313.7,72
3802000,MIN FLOW HUNTER CR LOWER,7200646,GRAND VALLEY PROJECT,95.666,0.01,30.0,38,61.8,2313.7,72
3702056,MIN FLOW GORE CR LOWER,5103709,WILLIAMS FORK RESERVOIR,18.292,0.01,36.0,37,2.22,187274.0,51
3702056,MIN FLOW GORE CR LOWER,7200646,GRAND VALLEY PROJECT,10.418,0.01,36.0,37,61.8,2313.7,72
3802077,MIN FLOW FRYINGPAN R LOW,7200645,GRAND VALLEY CANAL,1.9169999999999998,0.01,110.0,38,53.09,940.28,72
3802000,MIN FLOW HUNTER CR LOWER,3603543,GREEN MOUNTAIN RESERVOIR,31.831999999999997,0.01,30.0,38,15.77,209199.0,36
3802000,MIN FLOW HUNTER CR LOWER,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,2.0,0.01,30.0,38,23.05,50.67,51
3802077,MIN FLOW FRYINGPAN R LOW,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,1.0,0.01,110.0,38,23.05,50.67,51
3702056,MIN FLOW GORE CR LOWER,5300584,SHOSHONE POWER PLANT,348.914,0.01,36.0,37,147.54,1408.0,53
3702056,MIN FLOW GORE CR LOWER,3603543,GREEN MOUNTAIN RESERVOIR,107.458,0.01,36.0,37,15.77,209199.0,36
3702018,MIN FLOW CROSS CR LOWER,3704516,HOMESTAKE PROJ RESERVOIR,3.6660000000000004,0.02,20.0,37,13.87,43989.7,37
5302007,MIN FLOW DEEP CREEK,7200646,GRAND VALLEY PROJECT,5.209,0.02,14.0,53,61.8,2313.7,72
5302007,MIN FLOW DEEP CREEK,3604684,BLUE RIVER DIVERSION PROJECT,20.5,0.02,14.0,53,45.59,520.0,36
3602049,MIN FLOW BLUE RIVER 11 - GMR TO COLORADO RIVER,3603543,GREEN MOUNTAIN RESERVOIR,53.729,0.02,60.0,36,15.77,209199.0,36
3602049,MIN FLOW BLUE RIVER 11 - GMR TO COLORADO RIVER,5300584,SHOSHONE POWER PLANT,174.457,0.02,60.0,36,147.54,1408.0,53
5302006,MIN FLOW SWEETWATER CR,3604684,BLUE RIVER DIVERSION PROJECT,20.5,0.02,18.0,53,45.59,520.0,36
5302006,MIN FLOW SWEETWATER CR,7200646,GRAND VALLEY PROJECT,5.209,0.02,18.0,53,61.8,2313.7,72
3803832,JACOBSON LAKES & PONDS,7200645,GRAND VALLEY CANAL,1.9169999999999998,0.02,204.0,38,53.09,940.28,72
5302007,MIN FLOW DEEP CREEK,5103709,WILLIAMS FORK RESERVOIR,9.146,0.02,14.0,53,2.22,187274.0,51
3702018,MIN FLOW CROSS CR LOWER,7200646,GRAND VALLEY PROJECT,5.209,0.02,20.0,37,61.8,2313.7,72
3702018,MIN FLOW CROSS CR LOWER,3604684,BLUE RIVER DIVERSION PROJECT,20.5,0.02,20.0,37,45.59,520.0,36
5302006,MIN FLOW SWEETWATER CR,5300584,SHOSHONE POWER PLANT,174.457,0.02,18.0,53,147.54,1408.0,53
5302007,MIN FLOW DEEP CREEK,3704516,HOMESTAKE PROJ RESERVOIR,3.6660000000000004,0.02,14.0,53,13.87,43989.7,37
3602049,MIN FLOW BLUE RIVER 11 - GMR TO COLORADO RIVER,3604684,BLUE RIVER DIVERSION PROJECT,20.5,0.02,60.0,36,45.59,520.0,36
5302006,MIN FLOW SWEETWATER CR,5103709,WILLIAMS FORK RESERVOIR,9.146,0.02,18.0,53,2.22,187274.0,51
3602049,MIN FLOW BLUE RIVER 11 - GMR TO COLORADO RIVER,5103709,WILLIAMS FORK RESERVOIR,9.146,0.02,60.0,36,2.22,187274.0,51
3803832,JACOBSON LAKES & PONDS,7200646,GRAND VALLEY PROJECT,47.833,0.02,204.0,38,61.8,2313.7,72
3702018,MIN FLOW CROSS CR LOWER,3603543,GREEN MOUNTAIN RESERVOIR,53.729,0.02,20.0,37,15.77,209199.0,36
3602049,MIN FLOW BLUE RIVER 11 - GMR TO COLORADO RIVER,7200646,GRAND VALLEY PROJECT,5.209,0.02,60.0,36,61.8,2313.7,72
5302006,MIN FLOW SWEETWATER CR,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,9.791,0.02,18.0,53,23.05,50.67,51
3803832,JACOBSON LAKES & PONDS,3603543,GREEN MOUNTAIN RESERVOIR,15.915999999999999,0.02,204.0,38,15.77,209199.0,36
5302007,MIN FLOW DEEP CREEK,3603543,GREEN MOUNTAIN RESERVOIR,53.729,0.02,14.0,53,15.77,209199.0,36
5302007,MIN FLOW DEEP CREEK,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,9.791,0.02,14.0,53,23.05,50.67,51
5302006,MIN FLOW SWEETWATER CR,3603543,GREEN MOUNTAIN RESERVOIR,53.729,0.02,18.0,53,15.77,209199.0,36
3702018,MIN FLOW CROSS CR LOWER,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,9.791,0.02,20.0,37,23.05,50.67,51
3702018,MIN FLOW CROSS CR LOWER,5103709,WILLIAMS FORK RESERVOIR,9.146,0.02,20.0,37,2.22,187274.0,51
3602049,MIN FLOW BLUE RIVER 11 - GMR TO COLORADO RIVER,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,9.791,0.02,60.0,36,23.05,50.67,51
5302006,MIN FLOW SWEETWATER CR,3704516,HOMESTAKE PROJ RESERVOIR,3.6660000000000004,0.02,18.0,53,13.87,43989.7,37
3702018,MIN FLOW CROSS CR LOWER,5300584,SHOSHONE POWER PLANT,174.457,0.02,20.0,37,147.54,1408.0,53
3803832,JACOBSON LAKES & PONDS,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,1.0,0.02,204.0,38,23.05,50.67,51
5302007,MIN FLOW DEEP CREEK,5300584,SHOSHONE POWER PLANT,174.457,0.02,14.0,53,147.54,1408.0,53
3602049,MIN FLOW BLUE RIVER 11 - GMR TO COLORADO RIVER,3704516,HOMESTAKE PROJ RESERVOIR,3.6660000000000004,0.02,60.0,36,13.87,43989.7,37
3802116,MIN FLOW AVALANCHE CREEK,7200645,GRAND VALLEY CANAL,1.9169999999999998,0.03,22.0,38,53.09,940.28,72
3802116,MIN FLOW AVALANCHE CREEK,7200646,GRAND VALLEY PROJECT,47.833,0.03,22.0,38,61.8,2313.7,72
3802116,MIN FLOW AVALANCHE CREEK,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,1.0,0.03,22.0,38,23.05,50.67,51
3802116,MIN FLOW AVALANCHE CREEK,3603543,GREEN MOUNTAIN RESERVOIR,15.915999999999999,0.03,22.0,38,15.77,209199.0,36
3803947,SPRUCE TREE FISH POND 2,3603543,GREEN MOUNTAIN RESERVOIR,15.915999999999999,0.04,0.9,38,15.77,209199.0,36
3803947,SPRUCE TREE FISH POND 2,7200646,GRAND VALLEY PROJECT,47.833,0.04,0.9,38,61.8,2313.7,72
3803947,SPRUCE TREE FISH POND 2,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,1.0,0.04,0.9,38,23.05,50.67,51
3803947,SPRUCE TREE FISH POND 2,7200645,GRAND VALLEY CANAL,1.9169999999999998,0.04,0.9,38,53.09,940.28,72
5303514,OLSON POND,7200646,GRAND VALLEY PROJECT,5.209,0.05,2.0,53,61.8,2313.7,72
5303514,OLSON POND,3604684,BLUE RIVER DIVERSION PROJECT,20.5,0.05,2.0,53,45.59,520.0,36
5303514,OLSON POND,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,9.791,0.05,2.0,53,23.05,50.67,51
5303514,OLSON POND,5103709,WILLIAMS FORK RESERVOIR,9.146,0.05,2.0,53,2.22,187274.0,51
5303514,OLSON POND,5300584,SHOSHONE POWER PLANT,174.457,0.05,2.0,53,147.54,1408.0,53
5303514,OLSON POND,3704516,HOMESTAKE PROJ RESERVOIR,3.6660000000000004,0.05,2.0,53,13.87,43989.7,37
5303514,OLSON POND,3603543,GREEN MOUNTAIN RESERVOIR,53.729,0.05,2.0,53,15.77,209199.0,36
3805749,FOX RUN POND,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,1.0,0.06,0.5770000000000001,38,23.05,50.67,51
5104057,CORRAL CREEK POND,3704516,HOMESTAKE PROJ RESERVOIR,3.6660000000000004,0.06,5.0,51,13.87,43989.7,37
5104057,CORRAL CREEK POND,5300584,SHOSHONE POWER PLANT,174.457,0.06,5.0,51,147.54,1408.0,53
5104057,CORRAL CREEK POND,7200646,GRAND VALLEY PROJECT,5.209,0.06,5.0,51,61.8,2313.7,72
5104057,CORRAL CREEK POND,3604684,BLUE RIVER DIVERSION PROJECT,20.5,0.06,5.0,51,45.59,520.0,36
3703782,ARROWHEAD WETLANDS,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,9.791,0.06,1.38,37,23.05,50.67,51
3703782,ARROWHEAD WETLANDS,3603543,GREEN MOUNTAIN RESERVOIR,53.729,0.06,1.38,37,15.77,209199.0,36
3805749,FOX RUN POND,7200646,GRAND VALLEY PROJECT,47.833,0.06,0.5770000000000001,38,61.8,2313.7,72
3703782,ARROWHEAD WETLANDS,5103709,WILLIAMS FORK RESERVOIR,9.146,0.06,1.38,37,2.22,187274.0,51
3703782,ARROWHEAD WETLANDS,5300584,SHOSHONE POWER PLANT,174.457,0.06,1.38,37,147.54,1408.0,53
3703782,ARROWHEAD WETLANDS,3604684,BLUE RIVER DIVERSION PROJECT,20.5,0.06,1.38,37,45.59,520.0,36
3805749,FOX RUN POND,3603543,GREEN MOUNTAIN RESERVOIR,15.915999999999999,0.06,0.5770000000000001,38,15.77,209199.0,36
